timestamp,price,volume
1630341960000,0.08778,90
1630342020000,0.08776,6
1630342080000,0.08778,64
1630342140000,0.08771,65
1630342200000,0.08773,57
1630342260000,0.08774,31
1630342320000,0.08775,50
1630342380000,0.08771,3
1630342440000,0.08775,24
1630342500000,0.08776,21
1630342560000,0.08776,25
1630342620000,0.08776,318
1630342680000,0.08773,76
1630342740000,0.08783,179
1630342800000,0.08781,276
1630342860000,0.08782,159
1630342920000,0.08779,64
1630342980000,0.0878,43
1630343040000,0.08776,70
1630343100000,0.08776,240
1630343160000,0.08776,0
1630343220000,0.08773,58
1630343280000,0.08767,64
1630343340000,0.08762,142
1630343400000,0.08766,91
1630343460000,0.08768,30
1630343520000,0.08773,38
1630343580000,0.08767,97
1630343640000,0.08765,27
1630343700000,0.08776,17
1630343760000,0.08783,38
1630343820000,0.0878,69
1630343880000,0.08784,116
1630343940000,0.08784,0
1630344000000,0.08781,1
1630344060000,0.08777,12
1630344120000,0.0878,201
1630344180000,0.08777,19
1630344240000,0.0877,140
1630344300000,0.0878,10
1630344360000,0.08783,41
1630344420000,0.08783,0
1630344480000,0.08778,1
1630344540000,0.08777,6
1630344600000,0.08776,35
1630344660000,0.08775,39
1630344720000,0.08783,534
1630344780000,0.08779,93
1630344840000,0.08782,19
1630344900000,0.08786,107
1630344960000,0.08781,26
1630345020000,0.08782,44
1630345080000,0.08781,2
1630345140000,0.08779,101
1630345200000,0.08784,68
1630345260000,0.08784,5
1630345320000,0.08783,1
1630345380000,0.0878,9
1630345440000,0.08779,1
1630345500000,0.08777,55
1630345560000,0.08774,18
1630345620000,0.08779,178
1630345680000,0.08777,20
1630345740000,0.08774,64
1630345800000,0.08776,59
1630345860000,0.08779,1
1630345920000,0.08778,145
1630345980000,0.08778,0
1630346040000,0.08778,0
1630346100000,0.08787,292
1630346160000,0.08792,33
1630346220000,0.08793,20
1630346280000,0.08799,152
1630346340000,0.08801,229
1630346400000,0.08811,164
1630346460000,0.08812,500
1630346520000,0.08815,72
1630346580000,0.0881,298
1630346640000,0.08808,37
1630346700000,0.08806,154
1630346760000,0.08804,106
1630346820000,0.08806,17
1630346880000,0.08812,8
1630346940000,0.08807,43
1630347000000,0.08792,174
1630347060000,0.0878,622
1630347120000,0.08783,26
1630347180000,0.08789,43
1630347240000,0.08783,98
1630347300000,0.08787,165
1630347360000,0.0878,59
1630347420000,0.08784,31
1630347480000,0.0878,73
1630347540000,0.08779,15
1630347600000,0.08775,36
1630347660000,0.08773,40
1630347720000,0.0877,48
1630347780000,0.08766,30
1630347840000,0.08773,51
1630347900000,0.08773,7
1630347960000,0.08773,84
1630348020000,0.08773,0
1630348080000,0.08777,179
1630348140000,0.08777,5
1630348200000,0.08784,52
1630348260000,0.08784,15
1630348320000,0.08784,0
1630348380000,0.08783,95
1630348440000,0.08777,19
1630348500000,0.08773,39
1630348560000,0.0878,37
1630348620000,0.08783,44
1630348680000,0.08777,5
1630348740000,0.08781,13
1630348800000,0.08784,25
1630348860000,0.08788,41
1630348920000,0.08795,334
1630348980000,0.08792,45
1630349040000,0.08792,0
1630349100000,0.08787,39
1630349160000,0.08791,26
1630349220000,0.08822,1659
1630349280000,0.08832,1335
1630349340000,0.08827,809
1630349400000,0.08839,256
1630349460000,0.08836,26
1630349520000,0.08841,412
1630349580000,0.08835,32
1630349640000,0.0884,43
1630349700000,0.08839,140
1630349760000,0.08838,28
1630349820000,0.08839,426
1630349880000,0.08838,38
1630349940000,0.08838,38
1630350000000,0.08841,96
1630350060000,0.0884,29
1630350120000,0.08842,15
1630350180000,0.08844,189
1630350240000,0.08842,116
1630350300000,0.08834,157
1630350360000,0.08835,361
1630350420000,0.08846,126
1630350480000,0.08849,12
1630350540000,0.0884,131
1630350600000,0.0884,215
1630350660000,0.08844,63
1630350720000,0.08847,113
1630350780000,0.08845,279
1630350840000,0.0884,249
1630350900000,0.08838,200
1630350960000,0.08815,553
1630351020000,0.08826,421
1630351080000,0.08823,190
1630351140000,0.08823,77
1630351200000,0.08822,211
1630351260000,0.08826,146
1630351320000,0.08825,144
1630351380000,0.08832,194
1630351440000,0.08822,118
1630351500000,0.08831,93
1630351560000,0.08831,119
1630351620000,0.08829,29
1630351680000,0.08829,15
1630351740000,0.08829,0
1630351800000,0.08834,17
1630351860000,0.0883,359
1630351920000,0.08834,37
1630351980000,0.08838,10
1630352040000,0.08838,80
1630352100000,0.08834,165
1630352160000,0.08821,10
1630352220000,0.08826,28
1630352280000,0.08844,470
1630352340000,0.08852,98
1630352400000,0.08853,246
1630352460000,0.08849,150
1630352520000,0.08848,91
1630352580000,0.08848,0
1630352640000,0.08844,26
1630352700000,0.08845,28
1630352760000,0.08843,4
1630352820000,0.08848,8
1630352880000,0.08847,8
1630352940000,0.08851,95
1630353000000,0.08855,162
1630353060000,0.08852,89
1630353120000,0.08854,153
1630353180000,0.08861,250
1630353240000,0.08865,267
1630353300000,0.0885,157
1630353360000,0.08857,62
1630353420000,0.08847,184
1630353480000,0.08851,38
1630353540000,0.08863,321
1630353600000,0.08876,800
1630353660000,0.08876,178
1630353720000,0.08871,204
1630353780000,0.08869,225
1630353840000,0.08867,38
1630353900000,0.08865,5
1630353960000,0.08869,95
1630354020000,0.08869,248
1630354080000,0.08866,112
1630354140000,0.08868,42
1630354200000,0.08872,23
1630354260000,0.08873,191
1630354320000,0.08878,81
